pl_name,disc_year,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_bmasse,pl_dens,pl_eqt,pl_insol,pl_orbeccen,pl_orbincl,st_teff,st_rad,st_mass,st_lum,st_age,sy_dist
"nu Oct A b",2016,"Radial Velocity",402.40000000000,1.2400000000,13.30000000,6.96044211330000e+02,696.04421133,1.630000,,,0.195000,108.20000,4910.00,5.040000,1.570000,1.12057,2.7000,21.19990000
"LHS 1478 b",2021,"Transit",1.94953780000,0.0184800000,1.24200000,2.33000000000000e+00,2.33000000,6.670000,595.00,23.3722,,87.45200,3381.00,0.246000,0.236000,-2.14569,,18.22760000
"TOI-782 b",2024,"Transit",8.02400150000,0.0578000000,2.73400000,1.91000000000000e+01,19.10000000,,435.00,5.9100,0.190000,88.98000,3370.00,0.413000,0.397000,-1.70246,,52.51220000
"HIP 9618 c",2023,"Transit",52.56363000000,0.2690000000,3.42855926,7.00000000000000e+00,7.00000000,1.000000,470.31,11.7000,0.000000,,5649.00,0.959300,0.942000,-0.07160,5.6000,67.54780000
"TOI-5817 b",2025,"Transit",15.61031000000,0.1223000000,3.08000000,1.03000000000000e+01,10.30000000,1.930000,950.00,126.8632,0.200000,88.72000,5770.00,1.427000,0.970000,0.31175,9.7000,80.75420000
"TOI-6324 b",2025,"Transit",0.27922100000,,1.05900000,1.17000000000000e+00,1.17000000,5.410000,1216.00,284.2110,0.000000,74.60000,3247.00,0.293000,0.269000,-1.99802,,20.54880000
"WASP-22 b",2010,"Transit",3.53269000000,0.0470000000,13.78707000,2.12946100000000e+02,212.94610000,0.444000,1502.00,837.7034,0.020000,89.20000,6000.00,1.240000,1.460000,0.24500,3.0000,317.65200000
"OGLE-2016-BLG-0007L b",2025,"Microlensing",14200.00000000000,10.1000000000,1.09000000,1.32000000000000e+00,1.32000000,5.600000,,,,,,,0.590000,,,4300.00000000
"KMT-2023-BLG-0949L b",2025,"Microlensing",,2.0300000000,12.80000000,1.90061387386000e+03,1900.61387386,4.980000,,,,,,,0.480000,,,6060.00000000
"Kepler-105 b",2013,"Transit",5.41220340000,0.0601600000,2.53000000,1.08000000000000e+01,10.80000000,3.680000,1418.00,341.8090,0.020000,85.94000,5933.00,1.026000,0.991000,0.09657,4.2700,459.22300000
"Kepler-105 c",2014,"Transit",7.12592000000,0.0722900000,1.44000000,5.60000000000000e+00,5.60000000,10.400000,997.00,236.1670,0.020000,84.02000,5933.00,1.026000,0.991000,0.09657,4.2700,459.22300000
"NGTS-35 b",2025,"Transit",25.24119200000,0.1600000000,10.90000000,1.52000000000000e+02,152.00000000,0.645000,451.00,9.8437,0.192000,88.81600,4717.00,0.753000,0.789000,-0.59688,1.5000,183.07800000
"KMT-2023-BLG-0830L b",2025,"Microlensing",,1.7000000000,4.41000000,1.77983907920000e+01,17.79839079,1.140000,,,,,,,0.220000,,,7250.00000000
"Kepler-1656 b",2018,"Transit",31.56200000000,0.1974000000,4.57400000,4.78000000000000e+01,47.80000000,2.130000,651.00,24.6000,0.838000,89.31000,5569.00,1.100000,1.030000,0.02083,6.3100,185.87500000
"KMT-2024-BLG-1281L b",2025,"Microlensing",,1.9600000000,4.59000000,1.90697044200000e+01,19.06970442,1.080000,,,,,,,0.320000,,,7180.00000000
"KMT-2017-BLG-0849L b",2024,"Microlensing",,2.7300000000,2.41000000,6.39000000000000e+00,6.39000000,2.510000,,,,,,,0.190000,,,7220.00000000
"ZTF J1828+2308 b",2025,"Transit",0.11200670000,,11.13051784,6.35656814000000e+03,6356.56814000,25.300000,,,,88.90000,15900.00,0.013100,0.610000,-2.00000,,201.82700000
"KMT-2017-BLG-2331L b",2024,"Microlensing",,2.1400000000,14.20000000,1.71000000000000e+02,171.00000000,0.328000,,,,,,,0.400000,,,8030.00000000
"KMT-2023-BLG-1743L b",2024,"Microlensing",,1.1600000000,12.10000000,6.35656814000000e+03,6356.56814000,19.700000,,,,,,,0.110000,,,7130.00000000
"TOI-406 c",2024,"Transit",3.30744100000,0.0322000000,1.32000000,2.08000000000000e+00,2.08000000,4.900000,584.00,19.0000,0.032000,87.60000,3392.00,0.410000,0.408000,-1.71444,,31.05970000
"KMT-2019-BLG-0578L b",2025,"Microlensing",,2.0000000000,13.70000000,3.81394088400000e+02,381.39408840,0.815000,,,,,,,0.280000,,,7300.00000000
"MOA-2022-BLG-091L b",2025,"Microlensing",,3.4400000000,13.00000000,1.14100398113000e+03,1141.00398113,2.850000,,,,,,,0.750000,,,4250.00000000
"KMT-2024-BLG-1209L b",2025,"Microlensing",,2.5100000000,13.20000000,8.39066994480000e+02,839.06699448,2.000000,,,,,,,0.770000,,,3930.00000000
"Kepler-391 c",2014,"Transit",20.50100000000,0.1640000000,2.88000000,4.50000000000000e+02,450.00000000,400.000000,662.00,179.0000,0.270000,87.27000,5038.00,2.879000,1.270000,0.66276,4.3650,869.23600000
"TOI-238 b",2024,"Transit",1.27309900000,0.0212000000,1.55900000,3.37000000000000e+00,3.37000000,6.800000,1378.00,753.1000,0.180000,85.78000,5059.00,0.756000,0.781000,-0.47083,7.9000,80.54070000
"TOI-4562 c",2024,"Transit Timing Variations",3990.00000000000,5.2190000000,12.80000000,1.83386990839000e+03,1833.86990839,4.810000,,,0.122000,90.00000,6096.00,1.152000,1.192000,0.25285,0.7000,339.60500000
"Kepler-450 b",2015,"Transit",28.45485100000,0.2009200000,6.14000000,1.94000000000000e+01,19.40000000,0.750000,769.00,94.3250,0.020000,88.82000,6197.21,1.641620,1.190000,0.55403,2.5700,455.98200000
"Kepler-407 b",2014,"Transit",0.66931240000,0.0153100000,1.19000000,1.93000000000000e+00,1.93000000,5.876579,1983.00,4102.0080,0.000000,87.19000,5487.00,1.040000,0.990000,-0.10791,2.8800,338.36800000
"K2-37 d",2016,"Transit",14.09229000000,0.1102000000,2.31000000,1.25000000000000e+01,12.50000000,4.700000,646.00,41.3000,,89.16344,5352.00,0.809000,0.840000,-0.40798,,179.94300000
"WASP-85 A b",2016,"Transit",2.65567770000,0.0390000000,13.89916000,4.02054950000000e+02,402.05495000,0.880000,1452.00,640.3258,0.000000,89.69000,6112.00,0.935000,1.090000,-0.07144,,141.88700000
"HD 207496 b",2023,"Transit",6.44100800000,0.0629000000,2.25000000,6.10000000000000e+00,6.10000000,3.170000,743.00,72.9000,0.231000,88.79000,4819.00,0.769000,0.800000,-0.50858,0.5200,23.60600000
"GJ 806 b",2023,"Transit",0.92632370000,0.0140600000,1.33100000,1.90000000000000e+00,1.90000000,4.400000,940.00,130.0000,,87.70000,3600.00,0.414400,0.413000,-1.58528,5.0000,12.04450000
"GJ 317 b",2007,"Radial Velocity",695.69000000000,1.1380000000,13.30000000,7.94500000000000e+02,794.50000000,1.860000,,,0.082600,45.00000,3496.00,0.403000,0.402000,-1.68663,5.0000,15.19680000
"GJ 463 b",2022,"Radial Velocity",3459.00000000000,3.5300000000,13.10000000,1.08061658380000e+03,1080.61658380,2.640000,,,0.146000,152.00000,3563.00,0.483000,0.486000,-1.52293,,18.35540000
"MOA-2022-BLG-033L b",2025,"Microlensing",,2.1500000000,3.52000000,1.21500000000000e+01,12.15000000,1.530000,,,,,,,0.510000,,,1840.00000000
"KMT-2023-BLG-0119L b",2025,"Microlensing",,3.1400000000,11.00000000,8.37000000000000e+01,83.70000000,0.346000,,,,,,,0.710000,,,5410.00000000
"K2-233 c",2018,"Transit",7.06024000000,0.0664000000,1.27200000,4.60000000000000e+00,4.60000000,12.400000,794.00,66.2000,0.000000,89.57000,4796.00,0.710000,0.790000,-0.52288,0.3600,67.50620000
"WISPIT 1 c",2025,"Imaging",,840.0000000000,12.80000000,1.68449055710000e+03,1684.49055710,4.410000,,,,,4670.00,1.116100,0.720000,-0.32014,0.0156,230.00700000
"KOI-134 c",2025,"Transit Timing Variations",33.95000000000,0.2305000000,9.86000000,6.99222495400000e+01,69.92224954,0.401000,,,0.240000,75.00000,6160.00,1.667000,1.407000,0.62325,2.4000,1159.21000000
"TOI-4600 c",2023,"Transit",482.81910000000,1.1520000000,9.42000000,2.94626933289000e+03,2946.26933289,,191.00,48.3867,0.210000,89.90000,5170.00,0.810000,0.890000,-0.37675,2.3000,216.05600000
"Kepler-103 c",2014,"Transit",179.60978000000,0.6679000000,5.45390000,5.84700000000000e+01,58.47000000,1.980000,434.00,5.9700,0.103000,89.70400,6047.00,1.492000,1.212000,0.42431,6.0300,494.83200000
"TOI-1472 c",2025,"Radial Velocity",15.53817470000,0.1160000000,3.33400000,2.11300000000000e+01,21.13000000,3.140000,662.00,,0.172000,88.90600,5100.00,0.840000,0.870000,-0.35556,3.1000,121.84000000
"Kepler-103 b",2014,"Transit",15.96532870000,0.1330000000,3.48570000,1.16700000000000e+01,11.67000000,1.520000,973.00,150.5360,0.171000,87.91400,6047.00,1.492000,1.212000,0.42431,6.0300,494.83200000
"Kepler-278 b",2014,"Transit",30.15560000000,0.2020000000,3.95500000,5.60000000000000e+01,56.00000000,5.000000,586.00,110.0000,0.696000,85.11000,4965.00,2.861000,1.227000,0.64933,5.7610,443.03000000
"HD 224018 b",2025,"Radial Velocity",10.64130000000,0.0952000000,0.91000000,4.10000000000000e+00,4.10000000,17.100000,968.00,,0.060000,86.70000,5784.00,1.147000,1.013000,0.12385,7.0000,105.48000000
"Kepler-391 b",2014,"Transit",7.41750000000,0.0830000000,2.50000000,1.10000000000000e+03,1100.00000000,380.000000,930.00,690.0000,0.460000,85.50000,5038.00,2.879000,1.270000,0.66276,4.3650,869.23600000
"HD 93963 A b",2022,"Transit",1.03761090000,0.0206100000,1.46954368,2.80000000000000e+00,2.80000000,4.810000,1842.23,2898.0000,0.000000,86.21000,5908.00,1.031100,1.084400,0.06781,1.3000,82.34320000
"KOI-351 h",2013,"Transit",331.60296000000,0.9706200000,11.25200000,2.03000000000000e+02,203.00000000,0.911829,294.00,1.8490,0.027600,89.92700,6031.13,1.185000,1.242000,0.26853,0.5300,848.25400000
"Kepler-93 b",2014,"Transit",4.72673978000,0.0534300000,1.47800000,4.66000000000000e+00,4.66000000,7.930000,1133.00,275.0000,0.000000,89.18300,5669.00,0.919000,0.911000,-0.10565,6.6000,95.91150000
"GJ 1061 b",2020,"Radial Velocity",3.20730000000,0.0210000000,1.04000000,1.11000000000000e+00,1.11000000,5.420000,,3.8000,0.050000,77.00000,2953.00,0.156000,0.120000,-2.76955,7.0000,3.67278000
"ups And d",1999,"Radial Velocity",1276.46000000000,2.5132900000,12.50000000,3.25774117175000e+03,3257.74117175,9.170000,,,0.298700,,6156.77,1.560000,1.300000,0.52541,5.0000,13.40540000
"SWEEPS-4 b",2006,"Transit",4.20000000000,0.0550000000,9.07900000,1.20770000000000e+03,1207.70000000,8.870000,,,,,,1.180000,1.240000,,,8500.00000000
"Kepler-42 b",2011,"Transit",1.21376720000,0.0116000000,0.78000000,7.05944000000000e-01,0.70594400,0.150000,519.00,22.3880,0.040000,85.57000,3068.00,0.170000,0.130000,-2.62000,4.5000,40.05950000
"K2-199 b",2018,"Transit",3.22539930000,0.0382000000,1.73000000,6.90000000000000e+00,6.90000000,7.200000,913.00,116.2000,0.020000,88.80000,4491.00,0.682000,0.711000,-0.73283,5.0400,107.51800000
"K2-157 b",2018,"Transit",0.36525750000,0.0096200000,0.93500000,1.14000000000000e+00,1.14000000,7.700000,2432.00,6660.0000,,89.20000,5334.00,0.860000,0.890000,-0.21020,8.8000,298.37300000
"gam Cep b",2003,"Radial Velocity",913.00000000000,2.1300000000,12.70000000,2.09766748620000e+03,2097.66748620,5.630000,,,0.150000,,4775.00,4.740000,1.270000,1.07300,5.7000,14.10240000
"HD 111232 b",2003,"Radial Velocity",1169.13202000000,2.1480000000,12.60000000,2.53150326175500e+03,2531.50326176,6.950000,,,0.214000,93.52100,5512.00,0.900000,0.960000,-0.16100,5.2000,28.95710000
"51 Peg b",1995,"Radial Velocity",4.23078500000,0.0527000000,14.30000000,1.46201800000000e+02,146.20180000,0.275000,,,0.013000,80.00000,5758.00,1.175610,1.030000,0.13631,10.0000,15.46140000
"Kepler-65 c",2012,"Transit",5.85994400000,0.0680000000,2.58000000,5.40000000000000e+00,5.40000000,1.640000,1246.00,609.9920,0.020000,92.33000,6211.00,1.410000,1.250000,0.46740,2.9000,303.72800000
"Kepler-7 b",2009,"Transit",4.88548920000,0.0606700000,18.18099800,1.40163030000000e+02,140.16303000,0.140000,1630.00,1375.1100,0.000000,85.16100,5933.00,1.966000,1.359000,0.69639,2.9000,922.56200000
"KOI-12 b",2015,"Transit",17.85518200000,0.1540000000,13.78707000,3.49613000000000e+02,349.61300000,0.733000,911.00,196.5070,0.340000,88.95000,6635.00,1.400000,1.500000,0.62645,1.4500,399.39800000
"GJ 676 A b",2010,"Radial Velocity",1051.44521000000,1.7350000000,12.80000000,1.84086213334400e+03,1840.86213334,4.820000,,,0.319000,48.91900,3734.00,0.690000,0.626000,-1.04251,,16.02720000
"HD 125612 d",2009,"Radial Velocity",2822.72698000000,3.9820000000,12.70000000,2.28137230544600e+03,2281.37230545,6.120000,,,0.115000,88.19500,5900.00,1.070000,1.050000,0.06000,1.7700,57.62070000
"AB Pic b",2005,"Imaging",,260.0000000000,12.30000000,4.29050000000000e+03,4290.50000000,12.700000,,,,,5285.00,0.999394,0.900000,-0.22631,0.0300,50.04750000
"GJ 581 b",2005,"Radial Velocity",5.36860000000,0.0399000000,4.79000000,2.05000000000000e+01,20.50000000,1.020000,,,0.034200,47.00000,3500.00,0.302000,0.295000,-1.90781,4.3000,6.29810000
"GJ 581 c",2007,"Radial Velocity",12.92110000000,0.0718000000,2.50000000,6.81000000000000e+00,6.81000000,2.390000,,,0.032000,47.00000,3500.00,0.302000,0.295000,-1.90781,4.3000,6.29810000
"GJ 876 c",2000,"Radial Velocity",30.08810000000,0.1295900000,14.00000000,2.26984600000000e+02,226.98460000,0.455000,,,0.255910,59.00000,3293.74,0.300000,0.320000,-1.90658,1.0000,4.67517000
"Kepler-40 b",2010,"Transit",6.87349000000,0.0800000000,13.11000000,6.99200000000000e+02,699.20000000,1.680000,1620.00,1187.9650,0.000000,89.70000,6510.00,2.130000,1.480000,0.81889,2.8000,2305.01000000
"GSC 06214-00210 b",2010,"Imaging",,320.0000000000,20.17620000,5.00000000000000e+03,5000.00000000,3.350000,2300.00,,,,4200.00,0.904840,0.900000,-0.42000,0.0050,108.50000000
"Kepler-123 b",2014,"Transit",17.23236600000,0.1350000000,2.94000000,5.53000000000000e+01,55.30000000,12.000000,817.00,138.8070,0.000000,89.17000,6089.00,1.264000,1.079000,0.40952,5.0100,1021.66000000
"CoRoT-7 c",2009,"Radial Velocity",3.69800000000,0.0460000000,2.83000000,8.40000000000000e+00,8.40000000,2.040000,,,0.000000,80.00000,5256.00,0.864273,0.899000,-0.28938,1.8000,159.90600000
"CT Cha b",2007,"Imaging",,440.0000000000,24.66000000,5.40300000000000e+03,5403.00000000,1.980000,2600.00,,,,4403.00,1.679694,,-0.10177,0.0020,190.72000000
"Kepler-6 b",2009,"Transit",3.23469960000,0.0485200000,14.61653600,2.12310440000000e+02,212.31044000,0.400000,1460.00,792.2180,0.000000,88.93000,5647.00,1.391000,1.209000,0.18916,3.8000,587.03900000
"TOI-2134 c",2023,"Transit",95.50000000000,0.3710000000,7.27000000,4.18900000000000e+01,41.89000000,0.599000,306.00,1.4000,0.670000,89.08000,4580.00,0.709000,0.744000,-0.71670,3.8000,22.62020000
"Kepler-267 b",2014,"Transit",3.35372800000,0.0370000000,1.98000000,3.79000000000000e+01,37.90000000,26.800000,615.00,45.8430,0.000000,89.84000,4258.00,0.555000,0.541571,-1.22915,3.0600,264.99300000
"HD 196050 b",2002,"Radial Velocity",1392.00000000000,2.6500000000,12.90000000,1.49379351290000e+03,1493.79351290,3.820000,,,0.200000,42.00000,5879.00,1.420000,1.270000,0.26000,4.3000,50.67420000
"HD 126614 b",2009,"Radial Velocity",1257.25303000000,2.2490000000,12.70000000,1.07743829973000e+02,107.74382997,0.289000,,,0.548000,97.47700,5568.00,1.369794,0.960000,0.08279,7.2000,73.09610000
"HD 128311 c",2005,"Radial Velocity",921.53800000000,1.7400000000,13.00000000,1.20425787000000e+03,1204.25787000,3.010000,,,0.159000,55.95000,4965.00,0.760000,0.828000,-0.51160,0.9600,16.32920000
"K2-27 b",2016,"Transit",6.77134700000,0.0670200000,4.74000000,3.02000000000000e+01,30.20000000,1.710000,836.00,116.0000,0.251000,88.87126,5246.00,0.876000,0.880000,-0.26971,10.3000,249.64500000
"HD 70642 b",2003,"Radial Velocity",2124.54000000000,3.3180000000,13.00000000,1.23953078730000e+03,1239.53078730,3.100000,,,0.175000,29.90000,5732.00,0.984000,1.078000,0.01204,0.9190,29.27600000
"HD 30562 b",2009,"Radial Velocity",1157.00000000000,2.3400000000,13.60000000,4.67207758290000e+02,467.20775829,1.020000,,,0.760000,65.00000,5882.00,1.610000,1.120000,0.45000,3.6000,26.15970000
"HD 73267 b",2008,"Radial Velocity",1257.99159000000,2.2290000000,13.00000000,1.32153051630600e+03,1321.53051631,3.310000,,,0.261000,130.84300,5387.00,0.909000,0.930000,-0.10600,8.1400,50.40930000
"HD 216437 b",2002,"Radial Velocity",1359.00000000000,2.5700000000,13.00000000,1.33487930940000e+03,1334.87930940,3.340000,,,0.310000,148.00000,5909.00,1.394000,1.220000,0.35000,4.9000,26.69020000
"HD 8673 b",2009,"Radial Velocity",1644.69097000000,2.9700000000,12.30000000,4.21059073593600e+03,4210.59073594,12.400000,,,0.730000,95.45000,6389.05,1.502250,1.280000,0.52992,,37.86190000
"55 Cnc f",2007,"Radial Velocity",260.58000000000,0.8020000000,7.59000000,4.48120000000000e+01,44.81200000,0.563000,,,0.063000,89.73000,5198.00,0.980000,1.015000,-0.19695,10.0000,12.58550000
"HATS-1 b",2012,"Transit",3.44645900000,0.0444000000,14.59400000,5.89550000000000e+02,589.55000000,1.030000,1359.00,489.9461,0.120000,85.60000,5870.00,1.038000,0.986000,0.04139,6.0000,283.97100000
"OGLE-TR-132 b",2004,"Transit",1.68986800000,0.0303500000,13.45000000,3.75020000000000e+02,375.02000000,0.850000,2013.00,,0.600000,83.40000,6210.00,1.320000,1.305000,0.37100,1.2000,2012.62000000
"tau Boo b",1996,"Radial Velocity",3.31245680000,0.0490000000,12.80000000,1.89100000000000e+03,1891.00000000,4.950000,,,0.011000,44.50000,6466.27,1.425880,1.320000,0.50548,2.0000,15.65210000
"HD 204313 b",2010,"Radial Velocity",2041.11539000000,3.1850000000,12.90000000,1.46677809830500e+03,1466.77809830,3.750000,,,0.100000,72.91700,5767.00,1.100000,1.030000,0.09981,3.3800,47.79450000
"CoRoT-24 b",2014,"Transit",5.11340000000,0.0560000000,3.70000000,5.70000000000000e+00,5.70000000,0.900000,1070.00,,0.000000,86.50000,4950.00,0.860000,0.910000,-0.60148,11.0000,591.55500000
"CoRoT-24 c",2014,"Transit",11.75900000000,0.0980000000,5.00000000,2.80000000000000e+01,28.00000000,1.300000,850.00,,0.000000,89.00000,4950.00,0.860000,0.910000,-0.60148,11.0000,591.55500000
"K2-138 c",2017,"Transit",3.56004000000,0.0446100000,2.29900000,6.31000000000000e+00,6.31000000,2.800000,1012.00,279.0000,0.045000,88.10000,5356.30,0.863000,0.935000,-0.28654,2.8000,202.58500000
"HATS-63 b",2018,"Transit",3.05665270000,0.0402600000,13.52926300,3.05116800000000e+02,305.11680000,0.670000,1398.30,634.1000,0.136000,84.86000,5627.00,1.070000,0.931000,0.01199,10.3000,623.23200000
"CoRoT-22 b",2014,"Transit",9.75598000000,0.0920000000,4.88000000,1.22000000000000e+01,12.20000000,0.249000,885.00,,0.077000,89.74900,5939.00,1.136000,1.099000,0.01352,3.3000,627.15800000
"HATS-11 b",2016,"Transit",3.61918800000,0.0507000000,18.03000000,2.63798900000000e+02,263.79890000,0.315000,1596.00,1027.2960,0.340000,89.03000,6563.00,1.540000,1.330000,0.40312,7.7000,944.60300000
"Kepler-47 c",2012,"Transit",303.22700000000,0.9638000000,4.65000000,3.17000000000000e+00,3.17000000,0.170000,,,0.044000,90.19250,5636.00,0.936000,0.957000,-0.07600,,1025.02000000
"HD 27631 b",2012,"Radial Velocity",2198.14000000000,3.2420000000,13.50000000,4.95812314920000e+02,495.81231492,1.110000,,,0.141000,74.00000,5737.00,0.923000,0.944000,-0.05600,4.0100,50.28620000
"HD 98649 b",2012,"Radial Velocity",5384.00000000000,5.9700000000,12.50000000,3.08293554790000e+03,3082.93554790,8.670000,,,0.852000,43.70000,5759.00,1.010000,0.970000,-0.01412,4.4400,42.17270000
"CoRoT-29 b",2015,"Transit",2.85057000000,0.0386000000,10.08810000,2.70155500000000e+02,270.15550000,1.450000,,,0.082000,87.30000,5260.00,0.900000,0.970000,-0.09414,4.5000,806.50700000
"HATS-39 b",2018,"Transit",4.57763480000,0.0600700000,17.59813000,2.00232900000000e+02,200.23290000,0.202000,1645.00,1547.1014,0.275000,84.98000,6572.00,1.621000,1.379000,0.64048,2.0600,878.52100000
"kap And b",2012,"Imaging",,55.0000000000,12.30000000,4.32736000000000e+03,4327.36000000,12.800000,1900.00,,,,10900.00,2.312290,2.600000,1.83000,0.0300,50.01770000
"PH1 b",2012,"Transit",138.31700000000,0.6520000000,6.18000000,1.69000000000000e+02,169.00000000,,481.00,,0.070200,90.05000,6407.00,1.734000,1.528000,0.66000,2.0000,1033.16000000
"SR 12 AB c",2010,"Imaging",,,12.30000000,4.13162000000000e+03,4131.62000000,12.200000,,,,,3828.93,1.103075,,-0.62778,0.0021,112.31721584
"GJ 504 b",2013,"Imaging",,43.5000000000,12.10569916,1.27130000000000e+03,1271.30000000,3.940000,510.00,,,,6234.00,1.260000,1.220000,0.33200,0.1600,17.52990000
"ROXs 12 b",2013,"Imaging",,210.0000000000,12.20000000,5.08500000000000e+03,5085.00000000,15.400000,,,0.830000,,3850.00,1.066270,0.870000,-0.79013,0.0076,136.65000000
"NGTS-14 A b",2021,"Transit",3.53571730000,0.0403000000,4.97679600,2.92403600000000e+01,29.24036000,1.395000,1143.00,191.7820,0.000000,86.70000,5187.00,0.842000,0.898000,-0.31088,5.9000,322.14800000
"Kepler-36 b",2012,"Transit",13.86825000000,0.1141900000,1.49800000,3.83000000000000e+00,3.83000000,6.260000,978.00,247.0000,0.000000,90.01000,5979.00,1.634000,1.034000,0.51005,7.4100,527.95600000
"Kepler-48 e",2014,"Radial Velocity",982.00000000000,1.8982747480,13.40000000,6.57000000000000e+02,657.00000000,1.500000,,,0.003142,,5194.00,0.890000,0.880000,-0.28926,3.1400,306.73800000
"LHS 1678 b",2021,"Transit",0.86023250000,0.0123900000,0.68500000,3.50000000000000e-01,0.35000000,6.000000,830.44,94.3000,0.033000,88.53000,3490.00,0.329000,0.345000,-1.83863,7.0000,19.87820000
"K2-233 d",2018,"Transit",24.36810000000,0.1516000000,2.36300000,1.03000000000000e+01,10.30000000,4.300000,525.00,12.7000,0.180000,89.62000,4796.00,0.710000,0.790000,-0.52288,0.3600,67.50620000
"TOI-558 b",2021,"Transit",14.57407100000,0.1291000000,12.17295304,1.14736054927000e+03,1147.36054927,3.500000,1061.00,248.8554,0.298000,86.24000,6466.00,1.496000,1.349000,0.54654,1.7900,402.63000000
"HD 111998 b",2016,"Radial Velocity",810.00000000000,1.9100000000,12.90000000,1.52557635360000e+03,1525.57635360,3.910000,,,0.130000,90.00000,6557.00,1.450000,1.400000,0.51231,1.7000,33.22370000
"GJ 9827 b",2017,"Transit",1.20897400000,0.0189000000,1.44000000,4.28000000000000e+00,4.28000000,7.858000,1035.01,318.0000,0.000000,87.60000,4236.00,0.580000,0.620000,-1.00436,5.4650,29.66100000
"2MASS J22362452+4751425 b",2016,"Imaging",,230.0000000000,12.30000000,3.97287500000000e+03,3972.87500000,11.700000,,,,,4045.00,0.641152,0.600000,-1.02143,0.1200,69.57370000
"CoRoT-21 b",2012,"Transit",2.72474000000,0.0417000000,14.57170000,7.18295800000000e+02,718.29580000,1.360000,,,0.000000,86.80000,6200.00,1.950000,1.290000,0.70500,4.1000,1398.83419686
"WASP-177 b",2019,"Transit",3.07172200000,0.0395700000,17.71022000,1.61457640000000e+02,161.45764000,0.172000,1142.00,279.7736,,84.14000,5017.00,0.885000,0.876000,-0.41167,9.7000,176.81800000
"TOI-640 b",2021,"Transit",5.00377700000,0.0660800000,19.27944680,1.81162191990000e+02,181.16219199,0.138000,1816.00,1150.1200,0.013000,81.79000,6460.00,2.082000,1.536000,0.83442,1.9900,341.99700000
"K2-107 b",2017,"Transit",3.31395900000,0.0475000000,15.98000000,2.66977200000000e+02,266.97720000,0.350000,1649.00,,0.000000,82.36105,6061.00,1.810000,1.300000,0.46446,4.2500,685.20000000
"K2-229 b",2018,"Transit",0.58421600000,0.0131000000,1.00000000,2.55000000000000e+00,2.55000000,7.600000,1818.00,2290.0000,0.000000,89.70000,5315.00,0.790000,0.870000,-0.38869,5.4000,102.56400000
"Kepler-411 e",2018,"Transit Timing Variations",31.50972800000,0.1860000000,3.28000000,1.08000000000000e+01,10.80000000,1.680000,503.00,,0.016000,88.04000,4974.00,0.820000,0.870000,-0.57899,0.2120,153.67600000
"HATS-76 b",2021,"Transit",1.94164230000,0.0265800000,12.09449018,8.35570882003000e+02,835.57088200,2.580000,939.80,129.8000,0.062000,88.24000,4016.00,0.625900,0.662000,-1.03810,4.6000,385.68900000
"HATS-77 b",2021,"Transit",3.08762620000,0.0360700000,13.05846252,4.36696231218000e+02,436.69623122,1.077000,828.30,78.3700,0.045000,88.44000,4071.00,0.642800,0.655000,-0.99183,12.1000,436.17600000
"KELT-17 b",2016,"Transit",3.08017160000,0.0488100000,17.09372500,4.16357300000000e+02,416.35730000,0.460000,2087.00,3331.8707,,84.87000,7454.00,1.645000,1.635000,0.87564,0.6500,226.50000000
"Kepler-65 e",2019,"Radial Velocity",258.80000000000,0.8539307544,13.90000000,2.60000000000000e+02,260.00000000,0.532000,,,0.283000,127.00000,6220.00,1.437000,1.248000,0.46740,3.3100,303.72800000
"TOI-2109 b",2021,"Transit",0.67247414000,0.0179100000,15.09849700,1.59549860314000e+03,1595.49860314,2.550000,3646.00,14429.0000,,70.74000,6540.00,1.698000,1.453000,0.67302,1.7700,262.04100000
"HD 191806 b",2016,"Radial Velocity",1603.38923000000,2.7490000000,12.50000000,2.96661035093800e+03,2966.61035094,8.350000,,,0.213000,66.51900,6010.00,1.402230,1.070000,0.34830,2.9000,65.66680000
"KPS-1 b",2018,"Transit",1.70629100000,0.0269000000,11.54527000,3.46434700000000e+02,346.43470000,1.310000,1459.00,729.0000,0.000000,83.20000,5165.00,0.907000,0.892000,-0.35281,,262.70600000
"V830 Tau b",2016,"Radial Velocity",4.92700000000,0.0570000000,14.00000000,2.22481000000000e+02,222.48100000,0.446000,,,0.000000,55.00000,4250.00,2.000000,1.000000,0.08000,0.0022,130.11100000
"K2-233 b",2018,"Transit",2.46758300000,0.0329300000,1.31500000,2.40000000000000e+00,2.40000000,5.700000,1127.00,269.0000,0.000000,88.86000,4796.00,0.710000,0.790000,-0.52288,0.3600,67.50620000
"HD 206893 b",2021,"Imaging",9350.00000000000,9.6000000000,14.01122587,8.89919539600000e+03,8899.19539600,17.800000,1429.20,,0.140000,146.80000,6500.00,1.311160,1.320000,0.45610,0.1550,40.75830000
"CoRoT-7 d",2022,"Radial Velocity",8.96600000000,,4.31000000,1.71420000000000e+01,17.14200000,1.180000,,,,,5250.00,0.838900,0.915000,-0.28938,1.8000,159.90600000
"Kepler-281 c",2014,"Transit",36.33737300000,0.2150000000,5.31000000,1.61124000000000e+02,161.12400000,0.005100,513.00,35.2030,0.000000,88.17000,5723.00,0.899000,0.950000,0.14638,0.6000,1745.45000000
